ma_nhan_vien,ho_ten,ho_ten_chuan,don_vi,chuc_vu,email
NV063529,Huỳnh Bích Anh,huynh bich anh,Phòng Công nghệ - Cục Chính trị (BQP),Chuyên viên,nv063529@donvi.gov.vn
NV063530,Huỳnh Hữu Khang,huynh huu khang,Phòng Tác chiến - Cục Chính trị (BQP),Trưởng nhóm,nv063530@donvi.gov.vn
NV063531,Đặng Văn Phong,dang van phong,Phòng Nhân sự - Cục Tham mưu (CA),Thành viên,nv063531@donvi.gov.vn
NV063532,Bùi Quốc An,bui quoc an,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv063532@donvi.gov.vn
NV063533,Vũ Đức Cường,vu duc cuong,Phòng Nhân sự - Cục Chính trị (BQP),Trưởng phòng,nv063533@donvi.gov.vn
NV063534,Dương Ngọc Linh,duong ngoc linh,Phòng Tác chiến - Cục Chính trị (BQP),Nhân viên,nv063534@donvi.gov.vn
NV063535,Dương Văn Cường,duong van cuong,Phòng Thanh tra - Cục Quân huấn (CA),Nhân viên,nv063535@donvi.gov.vn
NV063536,Hồ Thu Hoa,ho thu hoa,Phòng Công nghệ - Cục Tác chiến (BQP),Phó trưởng phòng,nv063536@donvi.gov.vn
NV063537,Nguyễn Diệu Chi,nguyen dieu chi,Phòng Nhân sự - Cục Quân huấn (CA),Phó trưởng phòng,nv063537@donvi.gov.vn
NV063538,Đặng Quốc Tâm,dang quoc tam,Phòng Tác chiến - Cục Chính trị (BQP),Nhân viên,nv063538@donvi.gov.vn
NV063539,Lê Công Cường,le cong cuong,Phòng Truyền thông - Cục Tham mưu (CA),Chuyên viên,nv063539@donvi.gov.vn
NV063540,Hoàng Thị Vy,hoang thi vy,Phòng Truyền thông - Cục Chính trị (CA),Chuyên viên chính,nv063540@donvi.gov.vn
NV063541,Đỗ Quốc Nam,do quoc nam,Phòng Công nghệ - Cục Chính trị (BQP),Thành viên,nv063541@donvi.gov.vn
NV063542,Đỗ Quốc Bình,do quoc binh,Phòng Truyền thông - Cục Chính trị (CA),Nhân viên,nv063542@donvi.gov.vn
NV063543,Phan Quốc Dũng,phan quoc dung,Phòng Thanh tra - Cục Quân huấn (CA),Phó trưởng phòng,nv063543@donvi.gov.vn
NV063544,Lê Quốc Tuấn,le quoc tuan,Phòng Đào tạo - Cục Tham mưu (BQP),Trưởng nhóm,nv063544@donvi.gov.vn
NV063545,Bùi Văn Long,bui van long,Phòng Pháp chế - Cục Tham mưu (CA),Trưởng nhóm,nv063545@donvi.gov.vn
NV063546,Đặng Quốc An,dang quoc an,Phòng Pháp chế - Cục Chính trị (BQP),Phó trưởng phòng,nv063546@donvi.gov.vn
NV063547,Hoàng Ngọc Phương,hoang ngoc phuong,Phòng Tác chiến - Cục Tham mưu (CA),Trưởng phòng,nv063547@donvi.gov.vn
NV063548,Bùi Thành Tâm,bui thanh tam,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Thành viên,nv063548@donvi.gov.vn
NV063549,Bùi Đức Phong,bui duc phong,Phòng Tác chiến - Cục Kỹ thuật (BQP),Trưởng phòng,nv063549@donvi.gov.vn
NV063550,Lý Diệu Chi,ly dieu chi,Phòng Thanh tra - Cục Tham mưu (CA),Chuyên viên chính,nv063550@donvi.gov.vn
NV063551,Phan Bích Vy,phan bich vy,Phòng Kỹ thuật - Cục Tham mưu (BQP),Chuyên viên chính,nv063551@donvi.gov.vn
NV063552,Trần Văn Bình,tran van binh,Phòng Pháp chế - Cục Chính trị (BQP),Nhân viên,nv063552@donvi.gov.vn
NV063553,Bùi Thành Việt,bui thanh viet,Phòng Pháp chế - Cục Chính trị (BQP),Trưởng phòng,nv063553@donvi.gov.vn
NV063554,Đỗ Minh Việt,do minh viet,Phòng Pháp chế - Cục Chính trị (BQP),Chuyên viên,nv063554@donvi.gov.vn
NV063555,Võ Hữu Long,vo huu long,Phòng Nhân sự - Cục Quân huấn (CA),Phó trưởng phòng,nv063555@donvi.gov.vn
NV063556,Phan Kim Mai,phan kim mai,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv063556@donvi.gov.vn
NV063557,Phan Văn Tuấn,phan van tuan,Phòng Tác chiến - Cục Chính trị (BQP),Thành viên,nv063557@donvi.gov.vn
NV063558,Trần Thị Hà,tran thi ha,Phòng Nhân sự - Cục Tham mưu (CA),Trưởng nhóm,nv063558@donvi.gov.vn
NV063559,Huỳnh Thành Hải,huynh thanh hai,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Phó trưởng phòng,nv063559@donvi.gov.vn
NV063560,Vũ Công Cường,vu cong cuong,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Chuyên viên,nv063560@donvi.gov.vn
NV063561,Lê Hữu Cường,le huu cuong,Phòng Truyền thông - Cục Kỹ thuật (BQP),Trưởng nhóm,nv063561@donvi.gov.vn
NV063562,Hồ Đức Giang,ho duc giang,Phòng Tác chiến - Cục Kỹ thuật (BQP),Chuyên viên,nv063562@donvi.gov.vn
NV063563,Phạm Hữu Thắng,pham huu thang,Phòng Nhân sự - Cục Tham mưu (CA),Thành viên,nv063563@donvi.gov.vn
NV063564,Hồ Quốc Khang,ho quoc khang,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv063564@donvi.gov.vn
NV063565,Dương Ngọc Yến,duong ngoc yen,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv063565@donvi.gov.vn
NV063566,Lý Quốc Giang,ly quoc giang,Phòng Công nghệ - Cục Chính trị (CA),Trưởng phòng,nv063566@donvi.gov.vn
NV063567,Huỳnh Thị Lan,huynh thi lan,Phòng Pháp chế - Cục Tham mưu (CA),Chuyên viên,nv063567@donvi.gov.vn
NV063568,Phạm Bích Thủy,pham bich thuy,Phòng Đào tạo - Cục Tham mưu (BQP),Trưởng phòng,nv063568@donvi.gov.vn
NV063569,Ngô Ngọc Nhung,ngo ngoc nhung,Phòng Kỹ thuật - Cục Tham mưu (BQP),Chuyên viên chính,nv063569@donvi.gov.vn
NV063570,Võ Thị Thảo,vo thi thao,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Chuyên viên chính,nv063570@donvi.gov.vn
NV063571,Phạm Ngọc Linh,pham ngoc linh,Phòng Nhân sự - Cục Chính trị (CA),Thành viên,nv063571@donvi.gov.vn
NV063572,Ngô Thu Mai,ngo thu mai,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv063572@donvi.gov.vn
NV063573,Phạm Thành Thắng,pham thanh thang,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Chuyên viên,nv063573@donvi.gov.vn
NV063574,Phạm Hữu Dũng,pham huu dung,Phòng Thanh tra - Cục Tham mưu (CA),Chuyên viên,nv063574@donvi.gov.vn
NV063575,Phạm Minh Tuấn,pham minh tuan,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv063575@donvi.gov.vn
NV063576,Phan Hồng Trang,phan hong trang,Phòng Truyền thông - Cục Tham mưu (BQP),Trưởng nhóm,nv063576@donvi.gov.vn
NV063577,Võ Thành Quang,vo thanh quang,Phòng Công nghệ - Cục Tác chiến (BQP),Thành viên,nv063577@donvi.gov.vn
NV063578,Võ Bích Huyền,vo bich huyen,Phòng Đào tạo - Cục Chính trị (BQP),Trưởng phòng,nv063578@donvi.gov.vn
NV063579,Phạm Thu Chi,pham thu chi,Phòng Đào tạo - Cục Quân huấn (CA),Chuyên viên chính,nv063579@donvi.gov.vn
NV063580,Võ Văn Quang,vo van quang,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv063580@donvi.gov.vn
NV063581,Ngô Thị Xuân,ngo thi xuan,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv063581@donvi.gov.vn
NV063582,Hoàng Thu Nhung,hoang thu nhung,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Chuyên viên chính,nv063582@donvi.gov.vn
NV063583,Đặng Ngọc Hà,dang ngoc ha,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv063583@donvi.gov.vn
NV063584,Hồ Hồng Nhung,ho hong nhung,Phòng Nhân sự - Cục Tham mưu (CA),Nhân viên,nv063584@donvi.gov.vn
NV063585,Hồ Thu Yến,ho thu yen,Phòng Tác chiến - Cục Chính trị (BQP),Trưởng phòng,nv063585@donvi.gov.vn
NV063586,Bùi Văn Hùng,bui van hung,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Phó trưởng phòng,nv063586@donvi.gov.vn
NV063587,Đỗ Đức Hải,do duc hai,Phòng Nhân sự - Cục Tham mưu (CA),Phó trưởng phòng,nv063587@donvi.gov.vn
NV063588,Trần Hữu Sơn,tran huu son,Phòng Nhân sự - Cục Quân huấn (CA),Thành viên,nv063588@donvi.gov.vn
NV063589,Hồ Văn Phong,ho van phong,Phòng Thanh tra - Cục Chính trị (BQP),Nhân viên,nv063589@donvi.gov.vn
NV063590,Huỳnh Quốc Cường,huynh quoc cuong,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Trưởng nhóm,nv063590@donvi.gov.vn
NV063591,Đỗ Công Bình,do cong binh,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Chuyên viên chính,nv063591@donvi.gov.vn
NV063592,Phan Minh Đạt,phan minh dat,Phòng Nhân sự - Cục Tham mưu (BQP),Phó trưởng phòng,nv063592@donvi.gov.vn
NV063593,Dương Diệu Nga,duong dieu nga,Phòng Thanh tra - Cục Quân huấn (CA),Phó trưởng phòng,nv063593@donvi.gov.vn
NV063594,Trần Ngọc Dung,tran ngoc dung,Phòng Nhân sự - Cục Tham mưu (BQP),Phó trưởng phòng,nv063594@donvi.gov.vn
NV063595,Trần Ngọc Lan,tran ngoc lan,Phòng Tác chiến - Cục Kỹ thuật (BQP),Nhân viên,nv063595@donvi.gov.vn
NV063596,Ngô Văn Tâm,ngo van tam,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng nhóm,nv063596@donvi.gov.vn
NV063597,Nguyễn Công Bình,nguyen cong binh,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv063597@donvi.gov.vn
NV063598,Hồ Công Thắng,ho cong thang,Phòng Đào tạo - Cục Kỹ thuật (BQP),Nhân viên,nv063598@donvi.gov.vn
NV063599,Dương Hồng Trang,duong hong trang,Phòng Nhân sự - Cục Tham mưu (BQP),Trưởng nhóm,nv063599@donvi.gov.vn
NV063600,Trần Thị Hoa,tran thi hoa,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Chuyên viên,nv063600@donvi.gov.vn
NV063601,Ngô Ngọc Phương,ngo ngoc phuong,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv063601@donvi.gov.vn
NV063602,Huỳnh Đức Long,huynh duc long,Phòng Pháp chế - Cục Chính trị (BQP),Phó trưởng phòng,nv063602@donvi.gov.vn
NV063603,Hoàng Văn Phong,hoang van phong,Phòng Công nghệ - Cục Tác chiến (BQP),Chuyên viên,nv063603@donvi.gov.vn
NV063604,Hồ Bích Yến,ho bich yen,Phòng Nhân sự - Cục Tác chiến (BQP),Phó trưởng phòng,nv063604@donvi.gov.vn
NV063605,Dương Hữu Việt,duong huu viet,Phòng Pháp chế - Cục Chính trị (BQP),Trưởng nhóm,nv063605@donvi.gov.vn
NV063606,Trần Hồng Hoa,tran hong hoa,Phòng Tác chiến - Cục Kỹ thuật (BQP),Phó trưởng phòng,nv063606@donvi.gov.vn
NV063607,Trần Văn Phong,tran van phong,Phòng Đào tạo - Cục Tham mưu (BQP),Chuyên viên chính,nv063607@donvi.gov.vn
NV063608,Đặng Đức Hải,dang duc hai,Phòng Kỹ thuật - Cục Tổ chức cán bộ (CA),Nhân viên,nv063608@donvi.gov.vn
NV063609,Huỳnh Thu Hoa,huynh thu hoa,Phòng Nhân sự - Cục Tham mưu (BQP),Nhân viên,nv063609@donvi.gov.vn
NV063610,Lý Bích Lan,ly bich lan,Phòng Pháp chế - Cục Chính trị (BQP),Chuyên viên,nv063610@donvi.gov.vn
NV063611,Hồ Bích Linh,ho bich linh,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv063611@donvi.gov.vn
NV063612,Trần Thành Giang,tran thanh giang,Phòng Nhân sự - Cục Tham mưu (BQP),Trưởng phòng,nv063612@donvi.gov.vn
NV063613,Huỳnh Thị Anh,huynh thi anh,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Chuyên viên chính,nv063613@donvi.gov.vn
NV063614,Võ Thu Vy,vo thu vy,Phòng Nhân sự - Cục Tác chiến (BQP),Chuyên viên,nv063614@donvi.gov.vn
NV063615,Võ Ngọc Lan,vo ngoc lan,Phòng Thanh tra - Cục Quân huấn (CA),Chuyên viên chính,nv063615@donvi.gov.vn
NV063616,Dương Công Hùng,duong cong hung,Phòng Hành chính - Cục Tham mưu (CA),Thành viên,nv063616@donvi.gov.vn
NV063617,Võ Hồng Hoa,vo hong hoa,Phòng Công nghệ - Cục Tổ chức cán bộ (CA),Phó trưởng phòng,nv063617@donvi.gov.vn
NV063618,Vũ Hữu Tuấn,vu huu tuan,Phòng Tác chiến - Cục Kỹ thuật (BQP),Trưởng phòng,nv063618@donvi.gov.vn
NV063619,Vũ Quốc Phong,vu quoc phong,Phòng Hành chính - Cục Tham mưu (CA),Trưởng nhóm,nv063619@donvi.gov.vn
NV063620,Hoàng Quốc Việt,hoang quoc viet,Phòng Nhân sự - Cục Tác chiến (BQP),Chuyên viên chính,nv063620@donvi.gov.vn
NV063621,Dương Hữu An,duong huu an,Phòng Thanh tra - Cục Chính trị (BQP),Chuyên viên,nv063621@donvi.gov.vn
NV063622,Phan Bích Xuân,phan bich xuan,Phòng Công nghệ - Cục Tác chiến (BQP),Trưởng phòng,nv063622@donvi.gov.vn
NV063623,Dương Ngọc Anh,duong ngoc anh,Phòng Truyền thông - Cục Tham mưu (CA),Trưởng phòng,nv063623@donvi.gov.vn
NV063624,Đặng Hữu Cường,dang huu cuong,Phòng Công nghệ - Cục Chính trị (BQP),Trưởng phòng,nv063624@donvi.gov.vn
NV063625,Võ Thị Chi,vo thi chi,Phòng Công nghệ - Cục Chính trị (CA),Trưởng phòng,nv063625@donvi.gov.vn
NV063626,Nguyễn Thị Thảo,nguyen thi thao,Phòng Tác chiến - Cục Chính trị (CA),Phó trưởng phòng,nv063626@donvi.gov.vn
NV063627,Hồ Minh Sơn,ho minh son,Phòng Nhân sự - Cục Tham mưu (CA),Phó trưởng phòng,nv063627@donvi.gov.vn
NV063628,Ngô Đức Tâm,ngo duc tam,Phòng Đào tạo - Cục Chính trị (BQP),Nhân viên,nv063628@donvi.gov.vn
NV063629,Võ Kim Chi,vo kim chi,Phòng Tác chiến - Cục Kỹ thuật (BQP),Nhân viên,nv063629@donvi.gov.vn
NV063630,Phạm Công Nam,pham cong nam,Phòng Đào tạo - Cục Tham mưu (BQP),Thành viên,nv063630@donvi.gov.vn
NV063631,Bùi Minh Sơn,bui minh son,Phòng Đào tạo - Cục Quân huấn (CA),Thành viên,nv063631@donvi.gov.vn
NV063632,Dương Hồng Dung,duong hong dung,Phòng Tác chiến - Cục Tham mưu (CA),Chuyên viên chính,nv063632@donvi.gov.vn
NV063633,Lý Hồng Anh,ly hong anh,Phòng Thanh tra - Cục Tổ chức cán bộ (CA),Thành viên,nv063633@donvi.gov.vn
NV063634,Lê Diệu Dung,le dieu dung,Phòng Công nghệ - Cục Chính trị (BQP),Trưởng phòng,nv063634@donvi.gov.vn
NV063635,Huỳnh Hữu Nam,huynh huu nam,Phòng Nhân sự - Cục Chính trị (CA),Chuyên viên chính,nv063635@donvi.gov.vn
NV063636,Hồ Công Phong,ho cong phong,Phòng Truyền thông - Cục Tham mưu (CA),Trưởng phòng,nv063636@donvi.gov.vn
NV063637,Hoàng Bích Yến,hoang bich yen,Phòng Tác chiến - Cục Kỹ thuật (BQP),Nhân viên,nv063637@donvi.gov.vn
NV063638,Võ Thành Khang,vo thanh khang,Phòng Truyền thông - Cục Kỹ thuật (BQP),Chuyên viên chính,nv063638@donvi.gov.vn
NV063639,Phan Văn Cường,phan van cuong,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv063639@donvi.gov.vn
NV063640,Lý Hồng Dung,ly hong dung,Phòng Thanh tra - Cục Chính trị (BQP),Trưởng phòng,nv063640@donvi.gov.vn
NV063641,Lý Hữu Long,ly huu long,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Thành viên,nv063641@donvi.gov.vn
NV063642,Bùi Kim Huyền,bui kim huyen,Phòng Truyền thông - Cục Tham mưu (CA),Nhân viên,nv063642@donvi.gov.vn
NV063643,Trần Thành Quang,tran thanh quang,Phòng Truyền thông - Cục Chính trị (CA),Nhân viên,nv063643@donvi.gov.vn
NV063644,Phạm Hữu Hải,pham huu hai,Phòng Tác chiến - Cục Kế hoạch - Tài chính (BQP),Thành viên,nv063644@donvi.gov.vn
NV063645,Huỳnh Hữu Cường,huynh huu cuong,Phòng Nhân sự - Cục Chính trị (CA),Chuyên viên chính,nv063645@donvi.gov.vn
NV063646,Phạm Văn Giang,pham van giang,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Phó trưởng phòng,nv063646@donvi.gov.vn
NV063647,Hoàng Bích Anh,hoang bich anh,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv063647@donvi.gov.vn
NV063648,Lý Ngọc Anh,ly ngoc anh,Phòng Thanh tra - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv063648@donvi.gov.vn
NV063649,Ngô Diệu Huyền,ngo dieu huyen,Phòng Pháp chế - Cục Kế hoạch - Tài chính (CA),Trưởng phòng,nv063649@donvi.gov.vn
NV063650,Hồ Đức Giang,ho duc giang,Phòng Tác chiến - Cục Quân huấn (CA),Trưởng nhóm,nv063650@donvi.gov.vn
NV063651,Võ Văn Bình,vo van binh,Phòng Công nghệ - Cục Tác chiến (BQP),Thành viên,nv063651@donvi.gov.vn
NV063652,Phạm Công Dũng,pham cong dung,Phòng Nhân sự - Cục Chính trị (CA),Thành viên,nv063652@donvi.gov.vn
NV063653,Nguyễn Minh Thắng,nguyen minh thang,Phòng Truyền thông - Cục Tham mưu (BQP),Trưởng phòng,nv063653@donvi.gov.vn
NV063654,Nguyễn Công Hùng,nguyen cong hung,Phòng Truyền thông - Cục Tham mưu (CA),Thành viên,nv063654@donvi.gov.vn
NV063655,Lê Đức Tâm,le duc tam,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv063655@donvi.gov.vn
NV063656,Phan Diệu Thủy,phan dieu thuy,Phòng Nhân sự - Cục Tham mưu (CA),Chuyên viên,nv063656@donvi.gov.vn
NV063657,Hoàng Văn Long,hoang van long,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv063657@donvi.gov.vn
NV063658,Đỗ Công Hải,do cong hai,Phòng Tác chiến - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv063658@donvi.gov.vn
NV063659,Huỳnh Thu Phương,huynh thu phuong,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Nhân viên,nv063659@donvi.gov.vn
NV063660,Trần Diệu Chi,tran dieu chi,Phòng Thanh tra - Cục Tham mưu (CA),Trưởng phòng,nv063660@donvi.gov.vn
NV063661,Võ Hữu Dũng,vo huu dung,Phòng Pháp chế - Cục Tác chiến (BQP),Nhân viên,nv063661@donvi.gov.vn
NV063662,Huỳnh Thị Chi,huynh thi chi,Phòng Thanh tra - Cục Chính trị (BQP),Chuyên viên,nv063662@donvi.gov.vn
NV063663,Vũ Thành Giang,vu thanh giang,Phòng Hành chính - Cục Tham mưu (BQP),Phó trưởng phòng,nv063663@donvi.gov.vn
NV063664,Dương Bích Hoa,duong bich hoa,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Chuyên viên,nv063664@donvi.gov.vn
NV063665,Đỗ Quốc Việt,do quoc viet,Phòng Truyền thông - Cục Chính trị (CA),Trưởng nhóm,nv063665@donvi.gov.vn
NV063666,Đặng Ngọc Trang,dang ngoc trang,Phòng Thanh tra - Cục Quân huấn (CA),Phó trưởng phòng,nv063666@donvi.gov.vn
NV063667,Huỳnh Hồng Huyền,huynh hong huyen,Phòng Thanh tra - Cục Chính trị (BQP),Phó trưởng phòng,nv063667@donvi.gov.vn
NV063668,Phạm Thu Mai,pham thu mai,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv063668@donvi.gov.vn
NV063669,Võ Quốc Đạt,vo quoc dat,Phòng Thanh tra - Cục Quân huấn (CA),Chuyên viên chính,nv063669@donvi.gov.vn
NV063670,Huỳnh Thành Việt,huynh thanh viet,Phòng Truyền thông - Cục Tham mưu (CA),Chuyên viên chính,nv063670@donvi.gov.vn
NV063671,Vũ Thu Vy,vu thu vy,Phòng Thanh tra - Cục Kế hoạch - Tài chính (BQP),Nhân viên,nv063671@donvi.gov.vn
NV063672,Đỗ Thị Linh,do thi linh,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv063672@donvi.gov.vn
NV063673,Hoàng Hữu Thắng,hoang huu thang,Phòng Nhân sự - Cục Kế hoạch - Tài chính (BQP),Trưởng nhóm,nv063673@donvi.gov.vn
NV063674,Nguyễn Thu Chi,nguyen thu chi,Phòng Đào tạo - Cục Kỹ thuật (BQP),Trưởng phòng,nv063674@donvi.gov.vn
NV063675,Trần Ngọc Vy,tran ngoc vy,Phòng Đào tạo - Cục Quân huấn (CA),Nhân viên,nv063675@donvi.gov.vn
NV063676,Bùi Đức Việt,bui duc viet,Phòng Truyền thông - Cục Kỹ thuật (BQP),Nhân viên,nv063676@donvi.gov.vn
NV063677,Võ Văn Nam,vo van nam,Phòng Kỹ thuật - Cục Kế hoạch - Tài chính (BQP),Trưởng phòng,nv063677@donvi.gov.vn
NV063678,Võ Thị Dung,vo thi dung,Phòng Hành chính - Cục Tham mưu (CA),Nhân viên,nv063678@donvi.gov.vn
NV063679,Đỗ Thị Vy,do thi vy,Phòng Đào tạo - Cục Quân huấn (CA),Phó trưởng phòng,nv063679@donvi.gov.vn
NV063680,Phạm Diệu Lan,pham dieu lan,Phòng Thanh tra - Cục Quân huấn (CA),Phó trưởng phòng,nv063680@donvi.gov.vn
NV063681,Phan Thị Lan,phan thi lan,Phòng Truyền thông - Cục Tham mưu (BQP),Trưởng phòng,nv063681@donvi.gov.vn
NV063682,Nguyễn Đức An,nguyen duc an,Phòng Nhân sự - Cục Chính trị (BQP),Nhân viên,nv063682@donvi.gov.vn
NV063683,Đặng Công An,dang cong an,Phòng Nhân sự - Cục Tham mưu (CA),Trưởng phòng,nv063683@donvi.gov.vn
NV063684,Lý Quốc Hùng,ly quoc hung,Phòng Tác chiến - Cục Chính trị (BQP),Chuyên viên,nv063684@donvi.gov.vn
NV063685,Lê Văn Thắng,le van thang,Phòng Pháp chế - Cục Tham mưu (CA),Nhân viên,nv063685@donvi.gov.vn
NV063686,Lê Kim Thủy,le kim thuy,Phòng Tác chiến - Cục Kỹ thuật (BQP),Phó trưởng phòng,nv063686@donvi.gov.vn
NV063687,Đặng Quốc Việt,dang quoc viet,Phòng Tác chiến - Cục Tham mưu (CA),Phó trưởng phòng,nv063687@donvi.gov.vn
NV063688,Nguyễn Đức Long,nguyen duc long,Phòng Pháp chế - Cục Tham mưu (CA),Nhân viên,nv063688@donvi.gov.vn
NV063689,Hồ Bích Yến,ho bich yen,Phòng Nhân sự - Cục Quân huấn (CA),Chuyên viên,nv063689@donvi.gov.vn
NV063690,Lê Thu Hoa,le thu hoa,Phòng Hành chính - Cục Kế hoạch - Tài chính (CA),Trưởng nhóm,nv063690@donvi.gov.vn
